1  11.20
2  11.43
3  10.62
4  9.15
5  8.37
6  7.34
7  6.67
8  6.24
9  5.93
10  5.66
11  5.25
12  5.04
13  4.80
14  4.55
15  4.34
16  4.21
17  4.12
18  4.02
19  3.90
20  3.86
21  3.74
22  3.66
23  3.59
24  3.56
25  3.56
26  3.49
27  3.43
28  3.38
29  3.33
30  3.27
31  3.29
32  3.24
33  3.27
34  3.21
35  3.11
36  3.10
37  3.12
38  3.03
39  3.02
40  3.02
41  2.99
42  2.96
43  2.96
44  2.96
45  2.96
46  2.92
47  2.89
48  2.98
49  2.86
50  2.87
51  2.86
52  2.85
53  2.85
54  2.81
55  2.81
56  2.82
57  2.80
58  2.81
59  2.78
60  2.79
61  2.76
62  2.76
63  2.76
64  2.73
68  2.71
72  2.74
76  2.69
80  2.68
84  2.66
88  2.68
92  2.67
96  2.66
100  2.66
104  2.63
108  2.64
112  2.65
116  2.64
120  2.65
124  2.65
128  2.64
132  2.65
136  2.64
140  2.66
144  2.66
148  2.66
152  2.68
156  2.67
160  2.72
164  2.72
168  2.71
172  2.71
176  2.71
180  2.72
184  2.76
188  2.74
192  2.74
196  2.75
200  2.77
204  2.76
208  2.77
212  2.78
216  2.81
220  2.81
224  2.83
228  2.85
232  2.86
236  2.90
240  2.90
244  2.88
248  2.94
252  2.90
256  2.95
272  2.97
288  3.03
304  3.09
320  3.13
336  3.19
352  3.26
368  3.29
384  3.40
400  3.44
416  3.50
432  3.58
448  3.68
464  3.72
480  3.75
496  3.86
512  4.12
528  4.00
544  4.09
560  4.17
576  4.25
592  4.34
608  4.39
624  4.49
640  4.55
656  4.65
672  4.72
688  4.84
704  4.92
720  5.02
736  5.08
752  5.17
768  5.49
784  5.37
800  5.48
816  5.56
832  5.65
848  5.75
864  5.84
880  5.87
896  6.24
912  6.22
928  6.27
944  6.37
960  6.51
976  6.49
992  6.71
1008  6.85
1024  7.70
